timestamp,hour_of_day,day_of_week,solar_pv_output,predicted_solar_pv_output,grid_load_demand,total_renewable_energy,total_predicted_energy,wind_power_output,predicted_wind_power_output,solar_irradiance,wind_speed,temperature,humidity,atmospheric_pressure,frequency,voltage,battery_state_of_charge,battery_charging_rate,battery_discharging_rate,power_exchange
2026-01-14 00:00:00,0,2,0.0,3.82069195206065,198.65408051708332,0.0,5.731037928090975,53.2038433822304,51.942014299545335,0.0,10.511325705106447,7.541588223559213,38.848420264986416,1021.5596547454899,50.079865940633844,226.23914405352977,0.510714645613368,10.203423717915914,9.078578338064688,-4.439928423556561
2026-01-14 01:00:00,1,2,0.9744476502758155,3.2996980378194496,180.2122301380174,1.4616714754137232,4.949547056729174,64.07835943659634,59.4127103552119,9.744476502758154,9.286295803347652,9.24331965788171,47.039694482895,1011.5015364573727,49.97873229715043,228.7778370551145,0.5021257991021647,10.715789395653672,8.603225458544268,3.292026621993785
2026-01-14 02:00:00,2,2,0.0,-0.04178330119781837,186.40917043271446,0.0,-0.06267495179672755,48.801427089802594,49.74792068909378,0.0,8.527974649449957,8.31820325360841,47.13430020603797,1014.473355777121,50.07143056503957,232.76514854101057,0.5153506254882413,9.552022373555484,10.499864016201336,-2.4580215575133617
2026-01-14 03:00:00,3,2,10.430386427786747,12.098608958878225,165.6273554850161,15.64557964168012,18.14791343831734,49.17907976582003,53.68934602207177,104.30386427786746,7.90035365208546,10.697980394500744,50.365748660687366,1012.803335946862,49.958657342653915,228.43615075286132,0.5073359328739635,9.385332291679518,9.2756117169157,-5.891462162112829
2026-01-14 04:00:00,4,2,3.0532358924795817,3.837863253417179,157.85910048662228,4.579853838719373,5.756794880125768,50.878463674946964,46.99742706840895,30.532358924795815,9.61916123533599,11.639364140238065,51.42119704312855,1009.7940159936671,49.97423218381952,229.73627050949642,0.5083675497185234,10.141435705789945,8.370846770089596,-4.874458490277092
2026-01-14 05:00:00,5,2,6.8644854016958865,7.094218122893905,174.3849499608588,10.29672810254383,10.641327184340858,41.98999509381815,43.381179472410075,68.64485401695886,13.613467786035521,16.250489917583366,68.70889872575538,1018.9039467624955,49.96976955384047,232.03811795601914,0.49296720149186846,7.866181962494236,10.262043423210292,1.7578021805209374
2026-01-14 06:00:00,6,2,0.0,-0.7281341624828759,127.19176034024389,0.0,-1.0922012437243138,67.65891081133576,61.71578527271302,0.0,16.380284700194352,18.670129539701595,57.3175787384687,1005.2291045868839,50.06780299487201,229.7821732401331,0.48599745842872594,10.638341705709706,9.190793055602674,-2.6233423760651937
2026-01-14 07:00:00,7,2,0.0,-1.4850220635539009,146.14391357131856,0.0,-2.2275330953308514,44.38384809091073,43.586206725890634,0.0,13.872449569344885,17.629881433409338,56.12321099742608,1011.2543978783746,50.059883714975776,229.6981586538019,0.5000147092400066,10.329350064163316,9.924650026652666,-7.076828593866492
2026-01-14 08:00:00,8,2,0.0,0.9558707353707121,154.4816367970417,0.0,1.4338061030560683,64.84820564847402,62.0515057601715,0.0,11.491050817893349,19.315243348610085,67.0965452109614,1014.9659252981419,49.90045043658295,227.4312627834283,0.5242455841724263,10.26468479471382,9.942883814559497,0.8060855796313722
2026-01-14 09:00:00,9,2,0.0,-0.8821155101967442,175.79692796867766,0.0,-1.3231732652951163,58.96082429223509,63.939181289907694,0.0,6.660327450576537,20.85939928749616,27.084611184706286,1010.453113121553,49.92117402489364,227.84256615560946,0.5237763462352221,11.481822226253968,10.463578518113467,-8.202652528232813
